qid,Label,VarName
qid_cohortbyear6q15,How many friends do you have who live 10 minutes walk or less from your house?,FrndDivers08
qid_cohortbyear6q16,How often do you argue or fall out with your friends?,FrndActFrq08
qid_cohortbyear6q17,"When you are not at school, how often do you spend time with your friends?",FrndActFrq07
qid_cohortbyear6q18,"At the weekend how often do you spend time with your friends, but without adults or older children, going to the shops or just 'hanging out'?",FrndActFrq02
qid_cohortbyear6q19,"In the afternoon after school how often do you spend time with your friends, but without adults or older children, going to the shops or just 'hanging out'?",FrndActFrq03
qid_cohortbyear6q20,"Are your friends mostly boys, mostly girls or a mixture of boys and girls?",FrndDivers01
qid_cohortbyear6q21,Do you have any best friends?,FrndDivers07
qid_cohortbyear6q22,How often do you misbehave or cause trouble in class?,BehaveSch07
qid_cohortbyear6q26,How safe is it to walk or play on your street during the day?,NeighbAtt04
qid_cohortbyear6q28,are you on a waiting list for another secondary school?,SchTran02
qid_cohortbyear6q29,"If you are on a waiting list for another secondary school, which one is it?",SchTran03
qid_cohortbyear6q30,How much are you looking forward to going to secondary school?,SchTranAtt01
qid_cohortbyear6q33,How many of your friends are going to the same secondary school as you?,SchTranFrnd01
qid_cohortbyear6q35,Do you want to stay on at school or college when you are 16?,AspPostSch01
qid_cohortbyear6q36,Do you know what you want to be when you grow up?,AspCareer01
qid_cohortbyear6q27,Which secondary school do you think your are going to in September?,SchTran01
qid_cohortbyear6q34,"By the time you're grown-up, which one of these things would you like to have most (tick one)?",AspAchv01
qid_cohortbyear6q38,"If someone gave you £1 million tomorrow, what would you like to do with it?",Money15
qid_cohortbyear6q3d,How often do you talk to your friends when you should be doing work?,SchAct04
qid_cohortbyear6q9a,How often do you spend time with your mother?,FamActFrq04
qid_cohortbyear6q9b,How often do you spend time with your father?,FamActFrq05
qid_cohortbyear6q39,Name up to three famous people you most like:,FameAtt02
qid_cohortbyear6q37,"If yes, what would you like to be?",AspCareer03
qid_cohortbyear6q44,What is your date of birth?,dobfull
qid_cohortbyear6q1b,"Please indicate how happy you feel about the school you go to, where 1 means completely happy and 5 means not at all happy.",WellSat05
qid_cohortbyear6q1a,Please indicate how happy you feel about your school work where 1 means completely happy and 5 means not at all happy.,WellSat06
qid_cohortbyear7q26,About what time did you get up to get ready for school today?,RoutnSleep01
qid_cohortbyear7q27,About what time did you go to bed last night?,RoutnSleep03
qid_cohortbyear7q3,Please enter the name of your school in the space provided below,schnamestr
qid_cohortbyear7q4a,Please choose the best response from the options below: I have better relationships with my friends than with my family.,FrndAtt01
qid_cohortbyear7q4b,Please choose the best response from the options below: I have at least one friend that I can really trust.,FrndAtt03
qid_cohortbyear7q5,Please write one word that best describes the area where you live.,NeighbAtt01
qid_cohortbyear7q7,How many of your primary school friends have moved up with you to your new secondary school?,SchTranFrnd02
qid_cohortbyear7q9a,Please choose the best response from the options below: Moving up from primary school to secondary school was stressful.,SchTranAtt19
qid_cohortbyear7q9b,"Please choose the best response from the options below: When I was in primary school, I looked forward to coming to secondary school.",SchTranAtt08
qid_cohortbyear7q9c,"Please choose the best response from the options below: Overall, I like primary school better than secondary school.",SchTranAtt09
qid_cohortbyear7q9d,Please choose the best response from the options below: I made a lot of new friends when I came to secondary school.,SchTranFrnd04
qid_cohortbyear7q11,Please write one word that best describes your secondary school.,SchAtt03
qid_cohortbyear7q14a,"Please choose the best response from the options below: Overall, I feel I make a good effort in class.",SchAtt16
qid_cohortbyear7q14b,Please choose the best response from the options below: The school staff make school fun.,SchStafAtt09
qid_cohortbyear7q14c,"Please choose the best response from the options below: Overall, I like the school staff.",SchStafAtt06
qid_cohortbyear7q14d,Please choose the best response from the options below: School helps me appreciate living in Wales.,SchAtt22
qid_cohortbyear7q14e,Please choose the best response from the options below: School helps me develop my own sense of Welshness.,SchAtt23
qid_cohortbyear7q14f,Please choose the best response from the options below: School helps increase my interest in the politics of Wales.,SchAtt21
qid_cohortbyear7q16c,How much do you like the following subjects at school? English.,SchSubjAtt01
qid_cohortbyear7q16d,How much do you like the following subjects at school? Foreign Languages.,SchSubjAtt07
qid_cohortbyear7q16e,How much do you like the following subjects at school? Geography.,SchSubjAtt08
qid_cohortbyear7q16f,How much do you like the following subjects at school? History.,SchSubjAtt09
qid_cohortbyear7q16g,How much do you like the following subjects at school? ICT.,SchSubjAtt10
qid_cohortbyear7q16h,How much do you like the following subjects at school? Maths.,SchSubjAtt02
qid_cohortbyear7q16i,How much do you like the following subjects at school? Music.,SchSubjAtt11
qid_cohortbyear7q16j,How much do you like the following subjects at school? P.E.,SchSubjAtt12
qid_cohortbyear7q16k,How much do you like the following subjects at school? Religious Education.,SchSubjAtt13
qid_cohortbyear7q16l,How much do you like the following subjects at school? Science.,SchSubjAtt03
qid_cohortbyear7q16m,How much do you like the following subjects at school? Welsh.,SchSubjAtt04
qid_cohortbyear7q22a,How often do you do the following outside of school? Speak Welsh with family.,CymActFrq04
qid_cohortbyear7q22b,How often do you do the following outside of school? Speak Welsh with friends.,CymActFrq05
qid_cohortbyear7q22c,How often do you do the following outside of school? Read Welsh books or magazines.,CymActFrq01
qid_cohortbyear7q22d,How often do you do the following outside of school? Watch Welsh TV or listen to Welsh radio.,CymActFrq03
qid_cohortbyear7q24a,How important do you think it is for you to learn Welsh?,CymAtt01
qid_cohortbyear7q24b,How important do you think it is for you to speak Welsh?,CymAtt02
qid_cohortbyear7q24c,How important do you think it is for Welsh to remain a living language?,CymAtt03
qid_cohortbyear7q25a,Do you get up for school at the same time every day?,RoutnSleep02
qid_cohortbyear7q29,What is the one thing you spend most of your money on?,Money13
qid_cohortbyear7q30a,"When you are an adult, do you think you will live in Wales?",AspLikely07
qid_cohortbyear7q30b,"When you are an adult, do you think you will live in the same neighbourhood as you do now?",AspLikely06
qid_cohortbyear7q30d,"When you are an adult, do you think you will have a family of your own?",AspLikely02
qid_cohortbyear7q30e,"When you are an adult, do you think you will have graduated from university?",AspLikely04
qid_cohortbyear7q30g,"When you are an adult, do you think you will volunteer some of your time to help others?",AspLikely09
qid_cohortbyear7q30h,"When you are an adult, do you think you will speak Welsh?",AspLikely08
qid_cohortbyear7q30i,"When you are an adult, do you think you will have a job that you will enjoy?",AspLikely03
qid_cohortbyear7q31,Do you plan to stay in full-time education when you are 16?,AspPostSch01
qid_cohortbyear7q34,"What is your national identity (e.g. Welsh, English, British, etc)?",NatIden01
qid_cohortbyear7q16a,How much do you like the following subject at school? Art.,SchSubjAtt05
qid_cohortbyear7q23a,"Please state how much you agree with the following statement: If I could live anywhere in the world, I would live in Wales.",CymAtt15
qid_cohortbyear7q23b,Please state how much you agree with the following statement: I feel Wales is my real home.,CymAtt13
qid_cohortbyear7q23c,"Please state how much you agree with the following statement: I live in Wales, but I don't particularly feel Welsh.",CymAtt14
qid_cohortbyear7q25b,Do you got to bed at the same time every day?,RoutnSleep04
qid_cohortbyear7q33,o which of the following groups do you think you belong?,NatEth01
qid_cohortbyear7q8,Which of the following choices best describes your feelings about leaving primary school and coming to secondary school?,SchTranAtt18
qid_cohortbyear7q18a,Please state how much you think each of the following activity helps you learn: taking notes while the teacher talks.,SchLearnAtt05
qid_cohortbyear7q18b,Please state how much you think each of the following activity helps you learn: working in a group.,SchLearnAtt08
qid_cohortbyear7q18c,Please state how much you think each of the following activity helps you learn: working individually.,SchLearnAtt06
qid_cohortbyear7q18d,Please state how much you think each of the following activity helps you learn: working on projects with detailed instructions.,SchLearnAtt11
qid_cohortbyear7q18e,Please state how much you think each of the following activity helps you learn: working on projects without detailed instructions.,SchLearnAtt12
qid_cohortbyear7q18f,Please state how much you think each of the following activity helps you learn: working on projects that involve a lot of class or group discussion.,SchLearnAtt09
qid_cohortbyear7q18g,Please state how much you think each of the following activity helps you learn: working in projects that involve getting up out of your seat or going outside.,SchLearnAtt10
qid_cohortbyear7q28a,About how much money per week do you get from the following source? Pocket money.,Money05
qid_cohortbyear7q28c,About how much money per week do you get from the following source? Chores at home.,Money07
qid_cohortbyear7q28d,About how much money per week do you get from the following source? Other.,Money11
qid_cohortbyear7q10c,Please state how much you agree or disagree with the following statement. “ School is a place where my teachers treat me with respect.,SchStafAtt04
qid_cohortbyear7q10d,Please state how much you agree or disagree with the following statement. “ School is a place where my teachers are fair to me.,SchStafAtt01
qid_cohortbyear7q16b,How much do you like the following subjects at school? Design & Technology.,SchSubjAtt06
qid_cohortbyear7q18h,Please state how much you think each of the following activity helps you learn: homework.,SchLearnAtt04
qid_cohortbyear7q10b,"Please state how much you agree or disagree with the following statement. “ School is a place where I feel like I ""belong"".",WellValue10
qid_cohortbyear7q4d,Please choose the best response from the options below: My family knows what my friends and I do when we’re together.,FrndActAtt08
qid_cohortbyear7q30f,"When you are an adult, do you think you will be financially “well-off”?",AspLikely01
qid_cohortbyear7q22e,How often do you do the following outside of school? Visit Welsh websites.,CymActFrq02
qid_cohortbyear7q6a,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your school work.",WellSat06
qid_cohortbyear7q6b,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? The way you look.",WellSat01
qid_cohortbyear7q6c,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your family.",WellSat02
qid_cohortbyear7q6d,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your friends.",WellSat03
qid_cohortbyear7q6e,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your school overall.",WellSat05
qid_cohortbyear7q6f,"On a scale of 1 to 7 where ‘1’ means completely happy and ‘7’ means not at all happy, how do you feel about the following part of your life? Your life as a whole.",WellSat04
qid_cohortbyear7q10a,Please state how much you agree or disagree with the following statement. “ School is a place where I feel safe at school.,SchAtt19
qid_cohortbyear7q4c,"Please choose the best response from the options below: Overall, my family approves of my friends.",FrndAtt02
qid_cohortbyear7q21a,Please state how much you agree with the following statement: I am more confident speaking in Welsh now than I was at primary school.,CymAtt11
qid_cohortbyear7q21b,Please state how much you agree with the following statement: I am more confident writing in Welsh now than I was at primary school.,CymAtt12
qid_cohortbyear7q21c,Please state how much you agree with the following statement: I am more confident reading in Welsh now than I was at primary school.,CymAtt10
qid_cohortbyear7q32,What job do you think you’ll have when you grow up?,AspCareer03
qid_cohortbyear7q28b,About how much money per week do you get from the following source? Paid employment.,
qid_cohortbyear7q30c,"When you are an adult, do you think you will live abroad (i.e. in another country)?",AspLikely05
qid_cohortbyear7q12b,Please state what you dislike most about secondary school.,SchTranAtt11
qid_cohortbyear7q12a,Please state what you like most about secondary school.,SchTranAtt12
qid_cohortbyear7q15a,What is your favourite subject?,SchSubjAtt14
qid_cohortbyear7q15b,Why is this your favourite subject?,SchSubjAtt15
qid_cohortbyear8q3,Please enter the name of your school in the space provided below.,schnamestr
qid_cohortbyear8q6,What time did you go to bed last night?,RoutnSleep03
qid_cohortbyear8q9,How long does it take you to get to school each day?,RoutnTrav01
qid_cohortbyear8q10,How many hours per week do you spend doing homework?,SchAct01
qid_cohortbyear8q12a,How often do you do the following? Read for fun.,HobFrq04
qid_cohortbyear8q16a,Please choose the best response from the options below: My school cares about how much I improve in my studies.,SchStafAtt11
qid_cohortbyear8q16b,Please choose the best response from the options below: The school staff have high expectations of me.,SchStafAtt08
qid_cohortbyear8q16c,Please choose the best response from the options below: The teaching staff set goals I can easily achieve.,SchStafAtt10
qid_cohortbyear8q16d,Please choose the best response from the options below: My views are listened to and taken seriously by school staff.,SchStafAtt05
qid_cohortbyear8q16e,Please choose the best response from the options below: My school rewards pupils who receive good marks or make good progress.,SchStafAtt16
qid_cohortbyear8q16f,Please choose the best response from the options below: My teachers know me well.,SchStafAtt02
qid_cohortbyear8q18a,"Please state how much you agree or disagree with the following statement: If I have a personal problem at school, I know where to go for help.",SchStafAtt13
qid_cohortbyear8q18b,"Please state how much you agree or disagree with the following statement: If I have a personal problem at school, I can trust the school will help me.",SchStafAtt12
qid_cohortbyear8q19a,"Please choose the best response from the options below: overall, I feel I make a good effort in class.",SchAtt16
qid_cohortbyear8q19b,Please choose the best response from the options below: the school staff make school fun.,SchStafAtt09
qid_cohortbyear8q19c,"Please choose the best response from the options below: overall, I like the school staff?",SchStafAtt06
qid_cohortbyear8q19d,Please choose the best response from the options below: school helps me appreciate living in Wales.,SchAtt22
qid_cohortbyear8q19e,Please choose the best response from the options below: school helps me develop my own sense of Welshness.,SchAtt23
qid_cohortbyear8q24a,How often do you do the following outside of school? Speak Welsh with family.,CymActFrq04
qid_cohortbyear8q24b,How often do you do the following outside of school? Speak Welsh with friends.,CymActFrq05
qid_cohortbyear8q24c,How often do you do the following outside of school? Read Welsh books or magazines?,CymActFrq01
qid_cohortbyear8q24e,How often do you do the following outside of school? Visit Welsh websites.,CymActFrq02
qid_cohortbyear8q25a,How important do you think it is for you to learn Welsh?,CymAtt01
qid_cohortbyear8q25b,How important do you think it is for you to speak Welsh?,CymAtt02
qid_cohortbyear8q25c,How important do you think it is for Welsh to remain a living language?,CymAtt03
qid_cohortbyear8q26,What is the best thing about living in Wales?,CymAtt17
qid_cohortbyear8q27,What is the worst thing about living in Wales?,CymAtt18
qid_cohortbyear8q28,Do you think the voting age in Wales should be lowered to 16?,EngPol02
qid_cohortbyear8q29,"If an election was held today, and you could vote, what party would you vote for?",EngPol03
qid_cohortbyear8q30,Do you think you are well-informed of what is going on in the world?,EngSoc01
qid_cohortbyear8q32,What is one particular issue that you feel strongly about?,EngSoc06
qid_cohortbyear8q33a,"When you are an adult, do you think you will live in Wales?",AspLikely07
qid_cohortbyear8q33b,"When you are an adult, do you think you will live in the same neighbourhood as you do now?",AspLikely06
qid_cohortbyear8q33c,"When you are an adult, do you think you will live abroad (i.e. in another country)?",AspLikely05
qid_cohortbyear8q33d,"When you are an adult, do you think you will have a family of your own?",AspLikely02
qid_cohortbyear8q33e,"When you are an adult, do you think you will have graduated from university?",AspLikely04
qid_cohortbyear8q33g,"When you are an adult, do you think you will volunteer some of your time to help others?",AspLikely09
qid_cohortbyear8q33h,"When you are an adult, do you think you will speak Welsh?",AspLikely08
qid_cohortbyear8q33i,"When you are an adult, do you think you will have a job that you will enjoy?",AspLikely03
qid_cohortbyear8q34,Do you plan to stay in full-time education when you are 16?,AspPostSch01
qid_cohortbyear8q35,What job do you want as an adult?,AspCareer03
qid_cohortbyear8q14a,How much do you like the following subject at school? Art.,SchSubjAtt05
qid_cohortbyear8q14c,How much do you like the following subject at school? English.,SchSubjAtt01
qid_cohortbyear8q14d,How much do you like the following subject at school? Foreign Languages.,SchSubjAtt07
qid_cohortbyear8q14e,How much do you like the following subject at school? Geography.,SchSubjAtt08
qid_cohortbyear8q14f,How much do you like the following subject at school? History.,SchSubjAtt09
qid_cohortbyear8q14g,How much do you like the following subject at school? ICT.,SchSubjAtt10
qid_cohortbyear8q14h,How much do you like the following subject at school? Maths.,SchSubjAtt02
qid_cohortbyear8q14i,How much do you like the following subject at school? Music.,SchSubjAtt11
qid_cohortbyear8q14k,How much do you like the following subject at school? Religious Education.,SchSubjAtt13
qid_cohortbyear8q14l,How much do you like the following subject at school? Science.,SchSubjAtt03
qid_cohortbyear8q14m,How much do you like the following subject at school? Welsh.,SchSubjAtt04
qid_cohortbyear8q18c,Please state how much you agree or disagree with the following statement: my school deals with pupil conflicts well.,SchStafAtt14
qid_cohortbyear8q18d,Please state how much you agree or disagree with the following statement: my school deals with bullying well.,BullySch08
qid_cohortbyear8q18e,Please state how much you agree or disagree with the following statement: my school deals with pupils' poor behaviour well.,SchStafAtt15
qid_cohortbyear8q22b,"How much do you agree or disagree with the following statements. ""In the past two weeks I have been having fun.""",WellFeelAtt10
qid_cohortbyear8q22c,"How much do you agree or disagree with the following statements. ""In the past two weeks I didn't enjoy anything at all.""",WellFeelAtt03
qid_cohortbyear8q22d,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt so tired that I just sat around and did nothing.""",WellFeelAtt08
qid_cohortbyear8q22e,"How much do you agree or disagree with the following statements. ""In the past two weeks I was very restless.""",WellFeelAtt11
qid_cohortbyear8q22f,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt I was no good anymore.""",WellValue12
qid_cohortbyear8q22g,"How much do you agree or disagree with the following statements. ""In the past two weeks I cried a lot.""",WellFeelAtt02
qid_cohortbyear8q22h,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt happy.""",WellFeelAtt06
qid_cohortbyear8q22i,"How much do you agree or disagree with the following statements. ""In the past two weeks I found it hard to think properly or concentrate.""",WellFeelAtt09
qid_cohortbyear8q22j,"How much do you agree or disagree with the following statements. ""In the past two weeks I hated myself.""",WellValue13
qid_cohortbyear8q22k,"How much do you agree or disagree with the following statements. ""In the past two weeks I enjoyed doing lots of things.""",WellFeelAtt04
qid_cohortbyear8q22l,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt I was a bad person.""",WellValue11
qid_cohortbyear8q22m,"How much do you agree or disagree with the following statements. ""In the past two weeks I felt lonely.""",WellFeelAtt01
qid_cohortbyear8q7,What time did you get up to get ready for school day?,RoutnSleep01
qid_cohortbyear8q17a,"Please state how much you agree or disagree with the following statement. “My school is a place where my teachers are fair to me"".",SchStafAtt01
qid_cohortbyear8q17b,"Please state how much you agree or disagree with the following statements. “My school is a place where I am lonely"".",WellFeelAtt13
qid_cohortbyear8q17c,"Please state how much you agree or disagree with the following statements. “My school is a place where I am a successful pupil.""",WellValue09
qid_cohortbyear8q17d,"Please state how much you agree or disagree with the following statements. “My school is a place where other pupils accept me as I am.""",SchAtt17
qid_cohortbyear8q17e,"Please state how much you agree or disagree with the following statements. “My school is a place where I feel worried.""",WellFeelAtt05
qid_cohortbyear8q17f,"Please state how much you agree or disagree with the following statements. “My school is a place where my teachers treat me with respect.""",SchStafAtt04
qid_cohortbyear8q17g,"Please state how much you agree or disagree with the following statements. “My school is a place where I feel like I belong.""",WellValue10
qid_cohortbyear8q22a,"How much do you agree or disagree with the following statement. ""In the past two weeks I felt miserable or unhappy.""",WellFeelAtt07
qid_cohortbyear8q24d,How often do you do the following outside of school? Welsh TV or listen to Welsh radio.,CymActFrq03
qid_cohortbyear8q14b,How much do you like the following subject at school? Design and Technology?,SchSubjAtt06
qid_cohortbyear8q20a,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your school work.",WellSat06
qid_cohortbyear8q20b,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? The way you look.",WellSat01
qid_cohortbyear8q20c,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your family.",WellSat02
qid_cohortbyear8q20d,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your friends.",WellSat03
qid_cohortbyear8q20e,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your school overall.",WellSat05
qid_cohortbyear8q20f,"On a scale of 1 to 7 where ‘1’ means COMPLETELY HAPPY and ‘7’ means NOT AT ALL HAPPY, how do you feel about the following parts of your life? Your life as a whole.",WellSat04
qid_cohortbyear8q21b,How much do you agree or disagree with the following statements about you? I feel that I have a number of good qualities.,WellValue05
qid_cohortbyear8q21c,How much do you agree or disagree with the following statements about you? I am able to do things as well as most other people.,WellValue02
qid_cohortbyear8q36,What do you see yourself doing in 10 years’ time?,AspTime02
qid_cohortbyear8q5a,Do you get up for school at the same time every day?,RoutnSleep02
qid_cohortbyear8q11a,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Social netowrking sites (like Facebook, Skype, Snapchat, etc.)",FrndActAtt05
qid_cohortbyear8q11c,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Doing activities (like going to the cinema, sporting events).",FrndActAtt01
qid_cohortbyear8q11g,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Playing video games online (like Xbox live or Playstation).",FrndActAtt04
qid_cohortbyear8q21a,"How much do you agree or disagree with the following statements about you? On the whole, I am satisfied with myself.",WellValue07
qid_cohortbyear8q11b,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Going to school.",FrndActAtt02
qid_cohortbyear8q11d,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Just 'hanging out' after school or on the weekends.",FrndActAtt03
qid_cohortbyear8q11e,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Talking on the phone.",FrndActAtt06
qid_cohortbyear8q11f,"On a scale of 1 to 7 where ‘1’ means VERY IMPORTANT and ‘7’ means NOT AT ALL IMPORTANT, how important is the following for keeping in touch with your friends? Texting on your mobile phone.",FrndActAtt07
qid_cohortbyear8q21d,How much do you agree or disagree with the following statements about you? I am a person of value.,WellValue08
qid_cohortbyear8q21e,How much do you agree or disagree with the following statements about you? I feel good about myself.,WellValue04
qid_cohortbyear8q5b,Do you go to bed at the same time every day?,RoutnSleep04
qid_cohortbyear8q12e,How often do you spend time with friends just 'hanging out'?,FrndActFrq04
qid_cohortbyear8q12f,"How often do you spend time at home doing activities with parents, brothers or sisters?",FamActFrq02
qid_cohortbyear8q13d,"How much do you like drawing, painting or making things?",HobAtt01
qid_cohortbyear8q13b,How much do you like playing a musical instrument?,HobAtt03
qid_cohortbyear8q4,Have you completed one of our surveys before?,doneprev
qid_cohortbyear8q12g,"How often do you spend time doing activities outside of the home with grandparents, aunts/uncles and/or cousins.",FamActFrq03
qid_cohortbyear8q13c,"How much do you like watching TV, DVDs or videos?",HobAtt09
qid_cohortbyear8q13f,How much do you like playing sports outside?,HobAtt05
qid_cohortbyear8q12c,How often do you do volunteer work?,PhilAct01
qid_cohortbyear8q13a,How much do you like listening to music?,HobAtt02
qid_cohortbyear8q13e,How much do you like playing video games?,HobAtt08
qid_cohortbyear8q12b,How often do you play video games?,HobFrq01
qid_cohortbyear8q12d,How often do you do chores at home?,FamActFrq28
qid_cohortbyear9q18,Have you been on a work experience placement through school?,AspAdvice16
qid_cohortbyear9q22,Do you receive free school meals?,Deprive01
qid_cohortbyear9q26,"In 2011, the European Union (EU) listed 10 problems facing the EU. These problems are listed below. Of these choices, which ONE do you think is the most important problem facing the EU today?",EngSoc07
qid_cohortbyear9q27,"Do you know anyone who is serving, or has previously served, in the armed forces?",Military01
qid_cohortbyear9q29d,How much do you agree with the following statement? We should not need charities because the government should help people.,PhilAtt04
qid_cohortbyear9q29f,"How much do you agree with the following statement? The more money people have, the more they should give some of their money to charity.",PhilAtt07
qid_cohortbyear9q32,What was the last charity your school supported?,PhilAct03
qid_cohortbyear9q33,Are you involved in any clubs at school?,SchAct07
qid_cohortbyear9q34b,"Please state how much you agree with the following statement. When I go out, my parents tell me I have to be home at a certain time.",Responsible06
qid_cohortbyear9q35,What kind of home do you live in?,Deprive04
qid_cohortbyear9q40a,Which of the following best describes your religious beliefs?,Relig01
qid_cohortbyear9q41,"Do you attend special events like baptisms, weddings and funerals that are associated with a religion?",Relig03
qid_cohortbyear9q42,"Apart from special events like baptisms, weddings and funerals, how often do you attend services or meetings associated with a religion?",Relig04
qid_cohortbyear9q5,Where were you born?,NatBirth01
qid_cohortbyear9q6,Where was your mother born?,NatBirth03
qid_cohortbyear9q9,Please tell us what you will be doing after Year 11.,AspPostSch04
qid_cohortbyear9q10,Where will you be doing your courses after Year 11?,AspPostSch05
qid_cohortbyear9q29a,How much do you agree with the following statement? I would work for a charity.,PhilAtt06
qid_cohortbyear9q29b,How much do you agree with the following statement? Charities help people I know.,PhilAtt01
qid_cohortbyear9q29c,How much do you agree with the following statement? Charities play an important role in our country.,PhilAtt02
qid_cohortbyear9q29e,How much do you agree with the following statement? Charities should do more to help people in other countries.,PhilAtt03
qid_cohortbyear9q29g,How much do you agree with the following statement? Young people should give some of their time to charity.,PhilAtt05
qid_cohortbyear9q34a,"Please state how much you agree with the following statement. Out of school, I am free to choose what clothes I want to wear.",Responsible05
qid_cohortbyear9q34c,"Please state how much you agree with the following statement. When I have money, I am allowed to spend it however I want.",Money12
qid_cohortbyear9q39a,Please state how much you agree with the following statement. Eating little or not meat is better for the environment.,EthicsAtt02
qid_cohortbyear9q39b,Please state how much you agree with the following statement. Eating little or no meat is healthier.,EthicsAtt03
qid_cohortbyear9q39c,Please state how much you agree with the following statement. Eating little or no meat is better for animal welfare.,EthicsAtt01
qid_cohortbyear9q15a,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about school uniforms.""",SchAtt24
qid_cohortbyear9q15b,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about the school timetable.""",SchAtt26
qid_cohortbyear9q15c,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about teacher appointments.""",SchStafAtt21
qid_cohortbyear9q15d,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about the food served at lunch.""",SchAtt25
qid_cohortbyear9q15f,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about how the teachers teach pupils.""",SchStafAtt20
qid_cohortbyear9q16,Which ONE of the following choices below do teachers at your school most value?,SchStafAtt18
qid_cohortbyear9q25c,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the following topics? The politics of the UK",EngPol07
qid_cohortbyear9q25d,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the following topic? World politics.",EngPol08
qid_cohortbyear9q28b,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the following people Members of the armed forces.",ProfAtt05
qid_cohortbyear9q28c,"On a scale of 1-5, with 1 being ""not at all"" and 5 being ""a lot"", how much do you look up to the following people? Police.",ProfAtt04
qid_cohortbyear9q25b,"On a scale of 1-5, with 1 being ""not at all interested"" and 5 being ""very interested"", how interested are you in the following topics? The politics of Wales",EngPol06
qid_cohortbyear9q15e,"Please state how much you agree with the following statements? ""I want to have more say in decisions at school about what I'm learning at school.""",SchLearnAtt16
qid_cohortbyear9q17,How important is school for your chosen career.,SchAtt13
qid_cohortbyear9q24a,How often do you do the following activity with your family? Go to a museum.,FamActFrq14
qid_cohortbyear9q24b,How often do you do the following activity with your family? Go to the cinema.,FamActFrq16
qid_cohortbyear9q24c,How often do you do the following activity with your family? Attended a sport event.,FamActFrq12
qid_cohortbyear9q24d,How often do you do the following activity with your family? Attended the theatre.,FamActFrq13
qid_cohortbyear9q24e,How often do you do the following activity with your family? Have dinner at a pub.,FamActFrq18
qid_cohortbyear9q24f,How often do you do the following activity with your family? Go to a park.,FamActFrq15
qid_cohortbyear9q24g,How often do you do the following activity with your family? Go to the library.,FamActFrq17
qid_cohortbyear9q36a,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to use animals in medical research.",EthicsAtt08
qid_cohortbyear9q36b,"On a scale of 1-5, with 1 being ""unacceptable"" and 5 being ""acceptable"", how acceptable is it to hunt animals for sport?",EthicsAtt05
